variant,n,run,circuit_size,acir_opcodes,compile_s,witness_s,prove_s,verify_s,proof_bytes,peak_mb
hier_cfs_iso_k2_seg_total,512,1,834160,103558,2.2184,0.5894,6.7874,0.0243,29312,588.59
hier_cfs_iso_k2_glue,512,1,7918,1446,0.2142,0.2372,0.2159,0.0846,14656,31.26
hier_cfs_iso_k2,512,2,842078,105004,2.4326,0.5854,6.7953,0.1041,43968,588.6
hier_cfs_iso_k2_seg_node,512,2,417080,51779,2.2184,0.5854,6.7953,0.0123,14656,588.6
hier_cfs_iso_k2_seg_total,512,2,834160,103558,2.2184,0.5854,6.7953,0.0239,29312,588.6
hier_cfs_iso_k2_glue,512,2,7918,1446,0.2142,0.2448,0.2103,0.0802,14656,31.69
hier_cfs_iso_k2,512,3,842078,105004,2.4326,0.5882,6.7626,0.1079,43968,588.45
hier_cfs_iso_k2_seg_node,512,3,417080,51779,2.2184,0.5882,6.7626,0.0122,14656,588.45
hier_cfs_iso_k2_seg_total,512,3,834160,103558,2.2184,0.5882,6.7626,0.0238,29312,588.45
hier_cfs_iso_k2_glue,512,3,7918,1446,0.2142,0.2341,0.2125,0.0841,14656,31.52
hier_cfs_iso_k4,512,1,849508,105044,1.4257,0.4154,3.6044,0.1604,73280,317.39
hier_cfs_iso_k4_seg_node,512,1,209400,25795,1.1943,0.4154,3.6044,0.0128,14656,317.39
hier_cfs_iso_k4_seg_total,512,1,837600,103180,1.1943,0.4154,3.6044,0.0503,58624,317.39
hier_cfs_iso_k4_glue,512,1,11908,1864,0.2314,0.2379,0.3143,0.1101,14656,37.57
hier_cfs_iso_k4,512,2,849508,105044,1.4257,0.4254,3.6114,0.1687,73280,317.4
hier_cfs_iso_k4_seg_node,512,2,209400,25795,1.1943,0.4254,3.6114,0.0145,14656,317.4
hier_cfs_iso_k4_seg_total,512,2,837600,103180,1.1943,0.4254,3.6114,0.0531,58624,317.4
hier_cfs_iso_k4_glue,512,2,11908,1864,0.2314,0.2452,0.3094,0.1156,14656,37.31
hier_cfs_iso_k4,512,3,849508,105044,1.4257,0.4201,3.6231,0.1673,73280,317.57
hier_cfs_iso_k4_seg_node,512,3,209400,25795,1.1943,0.4201,3.6231,0.0177,14656,317.57
hier_cfs_iso_k4_seg_total,512,3,837600,103180,1.1943,0.4201,3.6231,0.0587,58624,317.57
hier_cfs_iso_k4_glue,512,3,11908,1864,0.2314,0.2381,0.3119,0.1086,14656,37.5
hier_cfs_iso_k8,512,1,864368,105124,0.9261,0.3238,1.977,0.2539,131904,167.36
hier_cfs_iso_k8_seg_node,512,1,105560,12803,0.6601,0.3238,1.977,0.0142,14656,167.36
hier_cfs_iso_k8_seg_total,512,1,844480,102424,0.6601,0.3238,1.977,0.104,117248,167.36
hier_cfs_iso_k8_glue,512,1,19888,2700,0.266,0.2529,0.5002,0.1499,14656,51.26
hier_cfs_iso_k8,512,2,864368,105124,0.9261,0.3258,1.9575,0.2615,131904,167.56
hier_cfs_iso_k8_seg_node,512,2,105560,12803,0.6601,0.3258,1.9575,0.0207,14656,167.56
hier_cfs_iso_k8_seg_total,512,2,844480,102424,0.6601,0.3258,1.9575,0.1196,117248,167.56
